source_key,cds_label_guess,track_type,member_index,point_count,min_fhr,max_fhr,fhr_interval_counts,first_time_utc,last_time_utc,first_lat,first_lon,last_lat,last_lon,first_mslp_hpa,last_mslp_hpa,first_vmax_kt_inferred,last_vmax_kt_inferred,members_first,members_last,use_tags,has_interp,has_cone_or_spread,fields
gencast_49,GenCast,member,49,47,0,276,6h:46,2026080400,2026081512,25.25,143.0,45.75,124.25,961,998,94,46,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_0,ICON EPS,member,0,31,0,180,6h:30,2026080400,2026081112,25.1,143.0,35.8,123.9,943,928,72,71,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_1,ICON EPS,member,1,31,0,180,6h:30,2026080400,2026081112,24.9,143.0,33.8,118.4,923,980,89,29,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_2,ICON EPS,member,2,31,0,180,6h:30,2026080400,2026081112,25.1,143.1,38.0,131.1,933,968,85,48,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_3,ICON EPS,member,3,31,0,180,6h:30,2026080400,2026081112,25.1,143.1,24.8,121.0,936,990,77,35,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_4,ICON EPS,member,4,31,0,180,6h:30,2026080400,2026081112,24.9,143.0,31.0,121.8,944,984,75,28,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_5,ICON EPS,member,5,31,0,180,6h:30,2026080400,2026081112,25.2,142.9,33.5,123.6,949,915,68,81,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_6,ICON EPS,member,6,31,0,180,6h:30,2026080400,2026081112,25.0,142.9,28.1,115.9,929,980,86,20,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_7,ICON EPS,member,7,31,0,180,6h:30,2026080400,2026081112,25.1,142.9,29.2,119.5,945,979,72,32,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_8,ICON EPS,member,8,31,0,180,6h:30,2026080400,2026081112,25.4,143.0,31.2,117.1,940,988,78,14,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_9,ICON EPS,member,9,31,0,180,6h:30,2026080400,2026081112,25.1,142.8,36.6,123.4,932,903,84,86,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_10,ICON EPS,member,10,31,0,180,6h:30,2026080400,2026081112,25.1,143.0,35.4,119.4,945,981,69,46,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_11,ICON EPS,member,11,31,0,180,6h:30,2026080400,2026081112,25.2,143.1,29.5,121.5,941,984,74,30,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_12,ICON EPS,member,12,31,0,180,6h:30,2026080400,2026081112,25.1,143.2,33.8,120.9,949,955,67,53,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_13,ICON EPS,member,13,31,0,180,6h:30,2026080400,2026081112,25.0,143.1,36.4,129.4,938,961,74,44,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_14,ICON EPS,member,14,31,0,180,6h:30,2026080400,2026081112,25.1,143.0,40.2,126.9,940,976,76,28,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_15,ICON EPS,member,15,31,0,180,6h:30,2026080400,2026081112,25.1,142.9,35.0,121.2,941,968,73,49,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_16,ICON EPS,member,16,23,0,132,6h:22,2026080400,2026080912,25.2,143.1,25.2,118.4,950,964,66,42,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_17,ICON EPS,member,17,31,0,180,6h:30,2026080400,2026081112,25.0,142.8,35.1,119.8,943,964,70,45,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_18,ICON EPS,member,18,31,0,180,6h:30,2026080400,2026081112,25.1,143.2,39.6,127.5,946,962,71,49,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_19,ICON EPS,member,19,31,0,180,6h:30,2026080400,2026081112,25.1,142.8,34.4,120.0,936,957,80,54,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_20,ICON EPS,member,20,31,0,180,6h:30,2026080400,2026081112,24.9,143.1,41.8,125.8,945,966,74,27,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_21,ICON EPS,member,21,31,0,180,6h:30,2026080400,2026081112,24.9,143.2,37.0,126.6,946,955,72,48,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_22,ICON EPS,member,22,25,0,144,6h:24,2026080400,2026081000,25.2,143.1,24.8,119.5,941,940,74,71,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_23,ICON EPS,member,23,31,0,180,6h:30,2026080400,2026081112,25.2,142.9,44.1,125.6,938,980,79,22,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_24,ICON EPS,member,24,31,0,180,6h:30,2026080400,2026081112,25.0,143.2,33.5,129.8,932,928,83,65,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_25,ICON EPS,member,25,29,0,168,6h:28,2026080400,2026081100,25.0,142.5,33.0,118.2,926,973,84,27,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_26,ICON EPS,member,26,31,0,180,6h:30,2026080400,2026081112,25.2,143.2,33.5,123.5,927,905,91,79,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_27,ICON EPS,member,27,27,0,156,6h:26,2026080400,2026081012,25.2,143.1,26.5,118.5,948,982,66,35,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_28,ICON EPS,member,28,31,0,180,6h:30,2026080400,2026081112,25.0,142.8,37.6,122.8,933,926,81,73,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_29,ICON EPS,member,29,23,0,132,6h:22,2026080400,2026080912,25.1,142.9,26.4,118.8,941,974,74,27,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_30,ICON EPS,member,30,31,0,180,6h:30,2026080400,2026081112,24.9,142.9,41.0,127.6,946,981,69,30,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_31,ICON EPS,member,31,31,0,180,6h:30,2026080400,2026081112,25.1,143.1,38.0,127.4,942,957,73,52,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_32,ICON EPS,member,32,31,0,180,6h:30,2026080400,2026081112,25.0,143.2,39.0,121.0,930,954,82,55,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_33,ICON EPS,member,33,31,0,180,6h:30,2026080400,2026081112,25.1,142.8,35.4,126.1,933,952,78,47,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_34,ICON EPS,member,34,31,0,180,6h:30,2026080400,2026081112,25.1,143.2,31.6,120.0,925,959,88,45,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_35,ICON EPS,member,35,31,0,180,6h:30,2026080400,2026081112,25.2,143.2,39.2,126.5,936,980,82,29,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_36,ICON EPS,member,36,29,0,168,6h:28,2026080400,2026081100,25.4,143.2,31.0,114.9,940,986,70,19,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_37,ICON EPS,member,37,31,0,180,6h:30,2026080400,2026081112,25.1,142.8,33.8,119.5,935,968,83,43,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_38,ICON EPS,member,38,31,0,180,6h:30,2026080400,2026081112,25.0,142.8,41.6,122.2,946,960,70,35,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
icon_39,ICON EPS,member,39,31,0,180,6h:30,2026080400,2026081112,24.9,142.9,31.4,128.9,953,913,65,84,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
